,CENSUS_TRACT,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUSE_UNITS,OCC_HOUSE_UNITS,VAC_HOUSE_UNITS,TOT_MED_AGE,PCT_M,M_MED_AGE,PCT_F,F_MED_AGE,AVG_HOUSE_SIZE,AVG_FAM_SIZE,HOME_VAC_RATE,RENT_VAC_RATE,PCT_OCC_OWNER,AVG_H_SIZE_OWNER,PCT_OCC_RENTER,AVG_H_SIZE_RENTER,PCT_LABOR,PCT_EMP,PCT_UNEMP,MHI_TOT,MHI_WA,MHI_BA,MHI_AA,MHI_H,TOT_FAM,PCT_FAM_POV,TOT_FAM_MARRIED,PCT_FAM_MARRIED_POV,TOT_FAM_F_ONLY,PCT_FAM_F_ONLY_POV,POV_RATE_NO_GED,POV_RATE_GED,POV_RATE_SOME_COL,POV_RATE_BACH_PLUS,MHI_OTHER,PCT_TOT_POP,PCT_H,PCT_WA,PCT_BA,PCT_AA,PCT_OTHER,PCT_TOT_POP_18,PCT_H_18,PCT_WA_18,PCT_BA_18,PCT_AA_18,PCT_OTHER_18,PCT_OCC_HOUSE,PCT_VAC_HOUSE,PCT_FAM,PCT_FAM_MARRIED,PCT_FAM_F_ONLY
2656,12095012100,5488,808,733,3620,15,136,0,36,140,3782,551,647,2336,11,115,0,25,97,2330,1863,467,31.2,46.2,29.5,53.8,32.6,2.95,3.54,5.8,23.9,49.3,2.79,50.7,3.1,65.9,53.9,18.1,33639.0,26797.0,35720.0,37774.0,32132.0,1436,20.3,589,2.0,604,40.7,16.3,17.3,17.5,2.0,32316.0,0.02918945541560668,14.723032069970845,13.356413994169097,65.96209912536443,2.478134110787172,3.480320699708455,0.025555402619557153,14.569011105235324,17.10735060814384,61.76626123744051,3.040719196192491,3.5166578529878376,79.95708154506438,20.04291845493562,26.166180758017493,10.732507288629737,11.005830903790088
2657,12095012201,4716,430,572,3374,22,136,0,35,147,3394,307,529,2314,15,108,0,27,94,1673,1517,156,32.5,48.1,30.7,51.9,34.3,3.1,3.58,3.6,11.1,55.0,3.34,45.0,2.79,68.2,61.1,10.5,32430.0,28991.0,36379.0,0.0,29844.0,964,8.6,548,3.3,330,19.7,19.3,16.0,8.2,5.3,46008.45681009382,0.025083358553207195,9.117896522476675,12.128922815945717,71.54368108566582,2.883799830364716,4.325699745547073,0.022933642646953193,9.045374189746612,15.586328815556866,68.1791396582204,3.182086034177961,4.007071302298174,90.67543335325762,9.324566646742378,20.44105173876166,11.620016963528414,6.997455470737914
2658,12095012202,4539,506,630,3073,13,106,10,62,139,3236,358,556,2088,11,84,7,45,87,1689,1362,327,31.6,47.8,30.0,52.2,33.7,3.29,3.74,3.3,31.3,63.6,3.22,36.4,3.42,75.3,65.7,12.7,35595.0,33750.0,35421.0,22165.0,37009.0,1203,20.8,559,13.6,498,34.9,14.5,15.0,19.3,4.0,68173.17583290546,0.02414193479071405,11.147829918484248,13.879709187045606,67.70213703458911,2.3353161489314824,4.935007710949548,0.02186601874058354,11.063040791100123,17.18170580964153,64.52410383189122,2.595797280593325,4.635352286773794,80.63943161634103,19.36056838365897,26.50363516192994,12.315487992949988,10.971579643093191
2659,12095012303,6429,748,1123,3872,30,401,10,84,161,4546,519,916,2614,18,300,6,58,115,2220,2011,209,34.0,47.8,32.7,52.2,35.0,3.2,3.48,4.3,11.7,82.8,3.05,17.2,3.91,71.6,66.3,7.0,58280.0,75089.0,57328.0,73281.0,57628.0,1797,3.6,1290,1.3,432,10.9,7.5,2.9,5.9,3.0,37604.859079898655,0.03419442581394594,11.634779903561984,17.467724373930626,60.22709597137968,6.237361953647535,4.433037797480168,0.03071783720478763,11.416630004399472,20.14958205015398,57.501099868015835,6.599208095028597,4.333479982402111,90.58558558558558,9.414414414414415,27.951469902006533,20.065328978068127,6.719552029864675
2660,12095012304,6295,786,511,4636,13,169,7,59,114,4167,535,433,2933,9,140,7,37,73,2164,1991,173,29.3,45.5,26.9,54.5,31.1,3.16,3.47,3.4,7.6,52.1,2.95,47.9,3.39,74.7,65.0,12.7,42581.0,78375.0,40199.0,37375.0,53672.0,1602,14.4,901,8.1,583,25.6,17.6,13.0,3.6,0.0,49996.4124111183,0.033481709519177116,12.486100079428118,8.117553613979348,73.64575059571088,2.6846703733121524,3.0659253375694995,0.028156891252166756,12.838972882169427,10.39116870650348,70.38636909047277,3.3597312215022797,3.023758099352052,92.00554528650648,7.99445471349353,25.448768864177918,14.312946783161241,9.26131850675139
2661,12095012305,6806,1488,965,3790,6,377,5,36,139,4784,982,823,2554,4,292,3,30,96,2613,2318,295,31.9,47.8,30.4,52.2,33.3,2.94,3.46,2.9,17.6,64.0,2.92,36.0,2.96,78.1,67.3,13.8,36258.0,37000.0,37830.0,30993.0,32788.0,1697,11.0,914,10.0,543,14.5,21.9,11.5,7.4,9.3,23757.456498990046,0.03619960524027315,21.863062004114017,14.178665883044372,55.68615927123126,5.539230091096091,2.732882750514252,0.03232603017767357,20.52675585284281,17.203177257525084,53.38628762541806,6.103678929765886,2.7801003344481603,88.71029468044394,11.289705319556067,24.93388186893917,13.429327064354982,7.978254481339994
2662,12095012306,3193,429,543,1971,13,90,5,40,102,2240,296,470,1297,9,71,5,26,66,1095,978,117,33.2,46.5,33.0,53.5,33.4,3.23,3.59,3.7,15.4,80.5,3.09,19.5,3.82,73.3,64.3,12.3,60548.0,58750.0,61627.0,85500.0,52778.0,782,9.6,567,7.6,207,15.5,0.0,12.4,8.1,4.1,49179.72223647089,0.01698285917311081,13.435640463513938,17.0059505167554,61.72878170999061,2.8186658315064204,5.010961478233636,0.015135933862455849,13.214285714285715,20.982142857142858,57.901785714285715,3.1696428571428568,4.732142857142857,89.31506849315069,10.684931506849315,24.491074224866896,17.757594738490447,6.482931412464767
2663,12095012307,6194,978,876,4066,4,125,1,32,112,4368,689,768,2715,4,101,1,23,67,2683,2004,679,33.0,47.3,30.8,52.7,34.5,3.09,3.53,3.0,37.0,56.1,3.15,43.9,3.0,71.5,62.7,12.3,34150.0,45938.0,32384.0,48958.0,35197.0,1652,20.8,971,13.6,579,36.6,29.8,19.6,10.0,0.0,36020.0,0.03294451290894092,15.789473684210526,14.14271876009041,65.6441717791411,2.0180820148530834,2.405553761704876,0.02951507103178891,15.773809523809524,17.582417582417584,62.15659340659341,2.3122710622710625,2.1749084249084247,74.69250838613493,25.307491613865075,26.670971908298352,15.676461091378755,9.347755892799483
2664,12095012401,8260,869,1523,5451,28,166,4,26,193,5724,598,1303,3548,21,130,4,21,99,3470,3089,381,29.5,45.7,28.3,54.3,30.6,2.67,3.22,3.4,11.0,39.9,2.56,60.1,2.75,72.4,65.5,9.5,36411.0,41783.0,35371.0,65208.0,31786.0,1957,18.8,795,12.6,1000,21.4,37.7,15.6,14.2,3.1,35297.97006650271,0.04393310891634678,10.520581113801452,18.43825665859564,65.99273607748184,2.009685230024213,3.0387409200968523,0.03867771670923986,10.447239692522711,22.763801537386446,61.984626135569535,2.2711390635918938,2.53319357092942,89.02017291066282,10.979827089337176,23.692493946731236,9.624697336561743,12.106537530266344
2665,12095012402,4720,944,1067,2528,5,62,3,20,91,3437,647,935,1722,4,54,2,17,56,2739,2035,704,29.6,46.5,28.8,53.5,30.3,2.26,3.02,16.1,25.1,22.0,2.04,78.0,2.33,74.6,64.2,13.8,34084.0,41810.0,31235.0,0.0,33202.0,943,22.5,332,23.8,565,23.5,27.2,21.6,14.7,0.0,27974.0,0.02510463366648388,20.0,22.60593220338983,53.559322033898304,1.3135593220338981,2.5211864406779663,0.023224198520205696,18.82455629909805,27.203956939191155,50.101832993890014,1.5711376200174572,2.298516147803317,74.29718875502009,25.702811244979916,19.978813559322035,7.033898305084746,11.970338983050848
2666,12095012403,4263,562,915,2599,13,82,0,24,68,3114,404,808,1774,9,71,0,12,36,1843,1454,389,35.6,49.1,35.3,50.9,35.7,2.9,3.47,3.6,35.5,62.1,2.99,37.9,2.76,73.1,66.2,9.6,40648.0,36767.0,40308.0,36010.0,51888.0,1111,4.1,624,0.0,397,11.3,19.4,14.8,2.0,0.0,66450.63666597003,0.022673951974623047,13.183204316209244,21.46375791695989,60.96645554773633,1.9235280319024162,2.4630541871921183,0.021041650914146212,12.973667308927425,25.94733461785485,56.96852922286448,2.280025690430315,1.8304431599229287,78.89310906131307,21.106890938686924,26.061459066385172,14.637579169598874,9.31269059347877
2667,12095012500,2247,185,1901,79,9,35,2,6,30,1915,136,1646,71,9,26,2,3,22,1265,1062,203,45.3,55.4,45.5,44.6,45.1,2.06,2.71,2.7,14.0,64.5,2.14,35.5,1.93,66.1,60.6,8.2,44920.0,45330.0,39137.0,0.0,50507.0,592,1.5,460,2.0,83,0.0,8.2,11.1,12.0,8.2,0.0,0.011951294883175693,8.233199821984869,84.60169114374722,3.515798842901647,1.557632398753894,2.091677792612372,0.01293987202973346,7.101827676240209,85.95300261096605,3.7075718015665795,1.3577023498694516,1.8798955613577024,83.95256916996048,16.047430830039524,26.34623943035158,20.471740097908324,3.693813974187806
2668,12095012600,4968,284,4374,118,14,87,1,7,83,3974,212,3537,99,11,67,1,6,41,2454,2248,206,39.7,48.8,38.3,51.2,41.0,2.21,2.86,2.6,10.6,72.6,2.32,27.4,1.92,75.1,69.4,7.6,72881.0,67339.0,147426.0,85814.0,0.0,1290,5.2,1091,6.1,91,0.0,34.9,2.2,9.0,7.5,0.0,0.026423690689638117,5.71658615136876,88.04347826086956,2.375201288244767,1.7512077294685993,2.1135265700483092,0.026852768379196226,5.334675390035229,89.00352289884248,2.49119275289381,1.6859587317564169,1.4846502264720685,91.60554197229014,8.394458027709861,25.966183574879224,21.960547504025765,1.8317230273752014
2669,12095012701,4665,331,3964,163,4,119,2,17,65,3884,268,3337,125,4,97,2,12,39,2579,2298,281,36.7,48.8,36.9,51.2,36.4,2.0,2.72,4.1,9.8,56.7,2.11,43.3,1.85,79.7,76.8,3.6,56481.0,56665.0,119489.0,0.0,35882.0,1287,0.9,748,1.6,458,0.0,0.0,20.6,8.0,6.2,0.0,0.024812100858929508,7.095391211146838,84.97320471596998,3.4941050375133975,2.5509110396570205,1.8863879957127545,0.02624462817936541,6.90010298661174,85.91658084449023,3.2183316168898046,2.497425334706488,1.4675592173017509,89.10430399379604,10.895696006203954,27.588424437299036,16.034297963558412,9.817792068595928
2670,12095012800,3688,165,3390,25,8,61,0,6,33,2887,114,2676,18,8,52,0,3,16,1659,1562,97,45.1,49.5,43.9,50.5,46.1,2.36,2.88,1.5,9.2,85.5,2.37,14.5,2.34,69.8,67.0,4.0,96964.0,95842.0,0.0,0.0,101583.0,1030,2.7,913,3.1,94,0.0,48.0,14.5,0.0,1.2,0.0,0.019615654441100114,4.473969631236443,91.91973969631236,0.6778741865509762,1.654013015184382,1.2744034707158352,0.01950778618790627,3.9487357118115693,92.69137512989262,0.6234845860755109,1.8011776931070316,0.9352268791132663,94.15310427968656,5.846895720313442,27.928416485900215,24.755965292841648,2.5488069414316703
2671,12095012900,3197,405,2410,153,11,147,2,9,60,2698,286,2106,131,11,120,1,6,37,1719,1608,111,37.8,49.8,38.1,50.2,37.3,1.99,2.72,3.0,6.9,57.2,2.07,42.8,1.87,78.0,73.0,6.4,61975.0,60407.0,0.0,57222.0,122969.0,740,3.0,432,0.0,196,11.2,9.5,2.4,6.0,5.4,0.0,0.01700413428638749,12.668126368470443,75.38317172349078,4.785736628088833,4.598060681889271,2.564904598060682,0.018230691768261555,10.600444773906597,78.05782060785768,4.855448480355819,4.447739065974797,2.0385470719051146,93.54275741710296,6.457242582897033,23.146700031279323,13.512668126368471,6.130747575852362
2672,12095013201,4358,2643,1354,183,11,126,2,8,31,3365,1942,1155,133,5,101,2,8,19,1683,1519,164,36.8,50.2,35.1,49.8,38.5,2.84,3.32,2.9,8.1,67.0,2.73,33.0,3.06,64.6,58.3,9.8,42378.0,36635.0,51406.0,0.0,26688.0,1137,16.0,899,8.8,201,46.8,32.1,9.4,10.8,9.7,46035.055565971204,0.023179235914944224,60.64708581918311,31.069297843047273,4.199173932996787,2.89123451124369,1.1932078935291417,0.022737686360341045,57.71173848439821,34.323922734026745,3.952451708766716,3.00148588410104,1.0104011887072808,90.25549613784908,9.74450386215092,26.089949518127582,20.62872877466728,4.612207434603029
2673,12095013202,5126,3000,1261,504,2,261,4,21,73,3848,2149,1069,369,1,200,4,15,41,2084,1863,221,30.4,49.2,29.4,50.8,31.6,2.74,3.24,3.1,11.8,41.3,2.97,58.7,2.58,73.0,65.3,10.5,35926.0,34767.0,36579.0,48491.0,33245.0,1297,13.4,686,2.2,484,28.3,15.6,8.1,16.3,9.5,31459.72618280263,0.027264057664067025,58.52516582130316,24.60007803355443,9.832227857978932,5.0916894264533745,1.9508388607101055,0.02600137209943308,55.84719334719335,27.78066528066528,9.589397089397089,5.197505197505198,1.5852390852390854,89.3953934740883,10.60460652591171,25.302380023410066,13.382754584471323,9.44206008583691
2674,12095013300,6451,2723,3157,374,18,79,3,16,81,5186,2077,2676,274,15,72,3,11,58,2936,2613,323,41.7,49.1,39.4,50.9,43.6,2.43,3.02,4.2,9.8,60.9,2.45,39.1,2.4,65.3,61.2,6.0,38578.0,37349.0,14145.0,0.0,22101.0,1631,6.8,1264,4.8,230,21.7,21.2,14.9,3.1,7.3,40583.76848596215,0.03431143893696769,42.21050999844985,48.9381491241668,5.797550767322895,1.2246163385521625,1.8291737715082932,0.035042389736917874,40.050134978789046,51.60046278441959,5.283455456999615,1.3883532587736214,1.6775935210181256,88.99863760217984,11.001362397820163,25.28290187567819,19.5938614168346,3.565338707177182
2675,12095013402,2904,1584,1008,192,5,67,1,6,41,2197,1103,857,143,3,60,1,4,26,1147,1010,137,35.4,49.5,33.9,50.5,37.2,2.88,3.37,4.0,12.8,63.6,2.98,36.4,2.68,63.3,52.0,17.4,36111.0,37500.0,28917.0,21250.0,40885.0,679,14.9,376,8.5,238,29.0,18.8,12.1,6.1,3.7,68742.91217016532,0.015445732238870588,54.54545454545454,34.710743801652896,6.6115702479338845,2.3071625344352618,1.825068870523416,0.01484537798920335,50.204824761037784,39.00773782430587,6.508875739644971,2.730996813837051,1.5475648611743287,88.05579773321709,11.944202266782913,23.381542699724516,12.947658402203857,8.195592286501377
2676,12095013403,3390,2119,924,250,11,38,0,11,37,2495,1488,783,165,8,28,0,4,19,1295,1152,143,32.8,49.1,32.0,50.9,33.7,2.94,3.37,3.0,12.5,44.4,2.72,55.6,3.12,73.4,66.1,9.9,32148.0,32330.0,43553.0,0.0,27566.0,717,20.1,398,13.1,211,37.0,24.6,15.5,26.2,4.1,16940.0,0.018030658501987363,62.50737463126844,27.256637168141594,7.374631268436578,1.12094395280236,1.7404129793510323,0.016858997761976496,59.63927855711423,31.382765531062123,6.613226452905812,1.122244488977956,1.2424849699398797,88.95752895752895,11.042471042471043,21.150442477876105,11.740412979351031,6.224188790560472
2677,12095013405,2055,1296,474,204,6,41,2,5,27,1451,827,420,137,5,34,1,4,23,921,792,129,29.3,46.4,27.5,53.6,30.8,2.59,3.1,1.6,17.6,45.8,2.11,54.2,3.0,71.6,60.8,13.9,40451.0,41146.0,22143.0,0.0,36692.0,645,3.3,315,3.8,222,4.1,6.4,9.5,17.7,3.1,29792.0,0.010930089445894995,63.065693430656935,23.065693430656932,9.927007299270073,1.995133819951338,1.9464720194647203,0.009804571443939035,56.99517574086836,28.945554789800138,9.441764300482426,2.3432115782219163,2.2742935906271535,85.99348534201955,14.006514657980457,31.386861313868614,15.328467153284672,10.802919708029197
2678,12095013406,3464,2312,767,259,4,76,4,8,34,2702,1739,673,187,3,66,4,6,24,1513,1282,231,34.8,50.5,32.7,49.5,37.4,2.7,3.13,3.2,19.0,45.2,2.48,54.8,2.88,72.2,63.9,11.5,36029.0,34608.0,39766.0,51500.0,32531.0,848,12.4,503,9.3,214,22.4,10.0,21.3,6.7,12.1,34327.0,0.018424248097605966,66.74364896073904,22.14203233256351,7.476905311778291,2.1939953810623556,1.443418013856813,0.018257720221587368,64.35973353071799,24.907475943745375,6.92079940784604,2.4426350851221317,1.3693560325684677,84.73231989424983,15.267680105750165,24.480369515011546,14.520785219399537,6.17782909930716
2679,12095013503,2157,1327,397,368,8,27,0,6,24,1630,955,344,285,5,25,0,5,11,1090,929,161,28.1,46.5,27.4,53.5,29.0,2.32,3.06,0.0,14.1,0.4,1.5,99.6,2.33,74.8,64.9,13.3,26360.0,27107.0,32609.0,0.0,22864.0,484,18.0,197,0.0,234,18.4,16.9,21.8,27.0,15.7,21322.278330658108,0.011472604834450366,61.520630505331475,18.40519239684747,17.060732498840984,1.2517385257301807,1.761706073249884,0.011014094730269212,58.58895705521472,21.104294478527606,17.484662576687114,1.5337423312883436,1.2883435582822087,85.22935779816514,14.770642201834864,22.438572090866945,9.133055169216505,10.848400556328233
2680,12095013505,3968,2196,1361,302,5,61,0,11,32,3122,1555,1252,223,4,59,0,9,20,2099,1710,389,40.5,46.4,37.6,53.6,43.2,2.32,2.89,7.0,9.9,59.2,2.01,40.8,2.77,57.9,51.3,11.4,39900.0,40167.0,26679.0,48203.0,30778.0,869,6.3,528,0.0,269,20.4,26.1,8.5,3.3,2.6,17120.0,0.021104912370467802,55.34274193548387,34.29939516129033,7.610887096774194,1.5372983870967742,1.2096774193548387,0.02109570782079784,49.80781550288277,40.10249839846252,7.142857142857142,1.889814221652787,1.057014734144779,81.467365412101,18.532634587899,21.900201612903224,13.306451612903224,6.779233870967742
2681,12095013507,5957,3193,1742,689,9,189,2,27,106,4597,2269,1534,536,8,163,2,18,67,3099,2696,403,29.1,50.4,28.8,49.6,29.5,2.21,2.92,20.0,9.5,12.3,2.27,87.7,2.2,80.6,70.5,11.3,38846.0,40167.0,28403.0,39139.0,32463.0,1105,11.4,798,6.6,240,15.4,39.1,21.8,6.1,8.3,35288.61210142369,0.031683962447297556,53.60080577471882,29.242907503777072,11.56622460970287,3.172737955346651,2.4173241564545913,0.03106244998469176,49.358277137263435,33.369588862301505,11.659778116162716,3.5457907330867955,2.066565151185556,86.99580509841884,13.004194901581156,18.549605506127246,13.396004700352526,4.028873594090985
2682,12095013508,1968,1356,356,193,4,28,1,9,21,1493,983,305,155,4,24,1,5,16,1305,876,429,28.6,49.1,28.6,50.9,28.5,2.25,2.85,49.0,18.6,10.7,1.89,89.3,2.29,86.5,63.3,23.6,37043.0,36433.0,40139.0,0.0,31111.0,443,3.4,319,4.7,108,0.0,0.0,0.0,3.4,26.3,38333.0,0.010467355732127176,68.90243902439023,18.089430894308943,9.80691056910569,1.4227642276422763,1.7784552845528454,0.010088370203860083,65.84058941728065,20.42866711319491,10.381781647689216,1.6075016744809107,1.7414601473543203,67.1264367816092,32.87356321839081,22.510162601626014,16.209349593495933,5.487804878048781
2683,12095013509,1128,370,634,87,1,21,0,1,14,996,309,583,74,1,19,0,1,9,1006,614,392,47.1,46.6,42.6,53.4,50.6,1.84,2.46,3.8,35.8,69.1,1.76,30.9,2.01,62.5,54.7,12.5,44500.0,43000.0,0.0,0.0,38448.0,315,4.4,268,5.2,47,0.0,21.7,11.5,5.4,6.3,30625.0,0.005999581944024113,32.801418439716315,56.205673758865245,7.712765957446808,1.8617021276595744,1.4184397163120568,0.006730084878127691,31.024096385542173,58.53413654618473,7.429718875502007,1.9076305220883536,1.104417670682731,61.0337972166998,38.9662027833002,27.925531914893615,23.75886524822695,4.166666666666666
2684,12095013510,1946,1049,577,241,1,39,0,8,31,1617,824,531,203,1,36,0,6,16,1151,1004,147,31.3,48.9,30.7,51.1,31.8,1.94,2.71,4.3,12.6,22.3,1.73,77.7,2.0,74.9,70.1,6.4,40965.0,40374.0,63824.0,0.0,35625.0,424,13.7,282,0.0,126,46.0,64.4,23.2,0.0,11.5,42614.0,0.01035034260910543,53.90544707091469,29.65056526207605,12.384378211716342,2.004110996916752,2.055498458376156,0.010926252256960317,50.95856524427953,32.83858998144712,12.554112554112553,2.2263450834879404,1.4223871366728509,87.22849695916595,12.771503040834057,21.788283658787254,14.491264131551901,6.474820143884892
2685,12095013511,4492,2231,1971,118,15,99,0,7,51,3542,1593,1735,86,15,82,0,6,25,1921,1746,175,42.3,47.9,40.3,52.1,44.0,2.57,3.07,4.1,13.1,75.2,2.37,24.8,3.19,62.4,54.4,12.8,38576.0,33750.0,55598.0,0.0,29890.0,1240,15.0,803,8.6,328,35.7,12.2,12.7,14.3,5.3,44622.0,0.023891952209713047,49.66607301869991,43.8780053428317,2.626892252894034,2.2039180765805875,1.6251113089937665,0.023933695420008314,44.97459062676454,48.983625070581596,2.4280067758328627,2.3150762281197066,1.2987012987012987,90.89016137428423,9.109838625715772,27.604630454140693,17.876224398931434,7.3018699910952805
2686,12095013512,5270,3486,1115,492,7,83,1,24,62,3783,2372,965,327,5,64,1,10,39,2410,2023,387,30.4,48.2,29.3,51.8,31.5,2.6,3.11,8.2,15.6,34.6,2.32,65.4,2.76,69.3,62.7,9.1,35029.0,34391.0,33988.0,0.0,33661.0,977,21.6,610,8.5,280,52.1,34.5,12.5,9.2,22.4,36846.0,0.028029961742027553,66.14800759013283,21.157495256166982,9.335863377609108,1.5749525616698294,1.7836812144212524,0.025562159732888605,62.7015596087761,25.50885540576262,8.643933386201427,1.6917790113666402,1.4538725878932064,83.94190871369295,16.058091286307054,18.538899430740038,11.57495256166983,5.313092979127135
2687,12095013603,4683,1740,2416,287,9,117,7,8,99,3847,1323,2133,231,6,96,5,6,47,2512,2182,330,38.9,47.6,35.4,52.4,42.5,2.15,2.85,3.1,14.6,55.6,2.08,44.4,2.23,72.5,62.7,13.5,35522.0,42000.0,34375.0,140096.0,24633.0,1286,15.7,589,2.4,572,30.1,18.6,26.7,11.1,9.7,22923.355467494912,0.02490783886867458,37.15566944266496,51.59086055947042,6.128550074738415,2.498398462524023,2.626521460602178,0.025994614986101634,34.39043410449701,55.44580192357681,6.004678970626462,2.4954510007798287,1.6636340005198855,86.86305732484077,13.136942675159236,27.461029254751228,12.57740764467222,12.21439248345078
2688,12095013604,5656,1814,3002,469,13,205,1,21,131,4695,1465,2561,391,10,174,1,14,79,3047,2706,341,37.4,47.9,34.9,52.1,39.5,2.09,2.75,5.4,12.7,51.3,2.11,48.7,2.07,78.4,70.5,10.1,45822.0,53846.0,29712.0,49904.0,21400.0,1219,7.9,903,8.4,260,7.7,21.2,5.1,16.7,8.2,20521.0,0.03008301017322729,32.07213578500707,53.076379066478076,8.292079207920793,3.6244695898161248,2.934936350777935,0.0317246470911742,31.20340788072418,54.547390841320556,8.32800851970181,3.706070287539936,2.215122470713525,88.8086642599278,11.191335740072201,21.552333804809052,15.965346534653465,4.596888260254596
2689,12095013605,3349,1005,1795,353,2,115,0,7,72,2532,725,1416,243,2,102,0,4,40,1609,1359,250,32.4,49.7,30.5,50.3,33.9,2.46,2.98,6.0,9.1,41.5,2.88,58.5,2.17,72.6,67.7,6.8,43094.0,41702.0,51875.0,105893.0,30670.0,906,5.8,547,3.8,301,3.3,22.0,4.8,6.4,2.7,31042.0,0.01781258859090138,30.008957897879963,53.59808898178561,10.540459838757839,3.433860853986265,2.4186324275903255,0.017109010955240273,28.63349131121643,55.92417061611374,9.597156398104266,4.028436018957346,1.8167456556082147,84.46239900559354,15.537600994406464,27.052851597491788,16.333233801134668,8.987757539564049
2690,12095013606,3705,2078,1125,300,13,122,1,23,43,2512,1334,865,179,11,89,1,15,18,1320,1234,86,31.2,48.0,30.7,52.0,31.6,3.0,3.35,3.6,5.7,47.7,2.92,52.3,3.08,76.3,67.4,11.7,28899.0,28738.0,41641.0,0.0,27103.0,826,30.6,393,9.7,297,50.5,47.3,25.0,14.5,0.0,26710.0,0.01970607367252601,56.086369770580305,30.364372469635626,8.097165991902834,3.292847503373819,2.1592442645074224,0.016973868688611206,53.10509554140127,34.43471337579618,7.125796178343949,3.5429936305732483,1.7914012738853502,93.48484848484848,6.515151515151516,22.294197031039136,10.607287449392713,8.016194331983806
2691,12095013607,5312,1545,3270,295,11,98,7,6,80,4098,1136,2572,228,11,90,4,5,52,2095,1956,139,39.0,49.7,37.6,50.3,40.2,2.72,3.14,2.7,8.4,76.6,2.67,23.4,2.87,70.3,63.4,9.8,51455.0,57352.0,32241.0,0.0,39719.0,1344,5.1,980,5.9,241,4.1,6.5,0.0,10.9,12.4,46023.44691393447,0.028253350431432702,29.085090361445783,61.55873493975904,5.553463855421686,1.8448795180722892,1.957831325301205,0.027690650432296463,27.720839433870182,62.76232308443143,5.563689604685212,2.1961932650073206,1.7569546120058566,93.36515513126493,6.634844868735083,25.301204819277107,18.44879518072289,4.536897590361446
2692,12095013701,4143,1368,2167,437,8,70,7,9,77,3346,1002,1872,343,8,64,5,7,45,2272,1962,310,32.8,48.1,32.7,51.9,32.9,2.1,2.77,3.7,14.0,31.4,2.14,68.6,2.08,78.9,74.5,5.5,39936.0,38900.0,54313.0,0.0,36045.0,904,9.6,584,1.5,184,14.7,27.7,20.5,17.9,0.0,37673.98684630102,0.022035698576322607,33.019551049963795,52.305092927830074,10.547912140960657,1.6895969104513637,2.4378469707941104,0.022609301207043426,29.94620442319187,55.94739988045427,10.251046025104603,1.9127316198445903,1.9426180514046623,86.3556338028169,13.6443661971831,21.819937243543325,14.096065652908521,4.4412261646150135
2693,12095013702,4420,1307,2552,360,12,90,4,9,86,3479,927,2152,259,12,63,2,8,56,2276,1971,305,36.0,48.6,35.1,51.4,37.1,2.24,2.91,2.6,13.9,43.3,2.27,56.7,2.22,74.3,67.5,9.1,34668.0,41397.0,24769.0,0.0,17266.0,1281,15.1,795,5.7,376,24.7,38.5,12.4,8.4,9.5,12250.0,0.023509000170732784,29.570135746606336,57.73755656108597,8.144796380090497,2.0361990950226243,2.51131221719457,0.023507997280126744,26.645587812589827,61.85685541822363,7.44466800804829,1.8108651911468814,2.242023569991377,86.59929701230229,13.400702987697716,28.98190045248869,17.986425339366516,8.506787330316742
2694,12095013801,2180,307,1626,169,6,24,0,6,42,1662,221,1326,71,4,18,0,5,17,962,869,93,39.3,50.1,36.1,49.9,43.0,2.32,2.9,2.5,13.4,63.5,2.43,36.5,2.13,66.8,64.0,4.3,50971.0,50614.0,0.0,0.0,38750.0,506,3.6,327,5.5,122,0.0,10.7,5.3,4.4,3.8,51779.0,0.011594936735791284,14.082568807339449,74.58715596330275,7.752293577981652,1.1009174311926606,2.4770642201834865,0.011230322356875724,13.297232250300842,79.78339350180505,4.271961492178098,1.083032490974729,1.5643802647412757,90.33264033264034,9.667359667359667,23.21100917431193,15.0,5.596330275229358
2695,12095013802,2665,293,2235,54,3,47,3,7,23,2174,218,1855,37,3,43,3,3,12,1169,1087,82,43.3,49.6,41.4,50.4,45.0,2.45,2.82,2.9,4.5,82.2,2.45,17.8,2.44,64.5,61.1,5.3,61250.0,62036.0,0.0,0.0,54063.0,710,4.1,592,0.0,109,26.6,8.5,10.8,0.0,0.0,54293.0,0.014174544220588885,10.99437148217636,83.86491557223265,2.0262664165103192,1.7636022514071295,1.3508442776735459,0.014689964382579919,10.027598896044159,85.32658693652255,1.701931922723091,1.9779208831646733,0.9659613615455382,92.98545765611634,7.014542343883662,26.641651031894938,22.213883677298313,4.090056285178236
