,Id2,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUS_UNITS,OCC_HOUS_UNITS,VAC_HOUS_UNITS,Number; SEX AND AGE - Total population - Median age (years),Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Male population - Median age (years),Percent; SEX AND AGE - Female population,Number; SEX AND AGE - Female population - Median age (years),Number; HOUSEHOLDS BY TYPE - Total households - Average household size,Number; HOUSEHOLDS BY TYPE - Total households - Average family size [7],Number; HOUSING OCCUPANCY - Total housing units - Homeowner vacancy rate (percent) [8],Number; HOUSING OCCUPANCY - Total housing units - Rental vacancy rate (percent) [9],Percent; HOUSING TENURE - Occupied housing units - Owner-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Owner-occupied housing units - Average household size of owner-occupied units,Percent; HOUSING TENURE - Occupied housing units - Renter-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Renter-occupied housing units - Average household size of renter-occupied units,In labor force; Estimate; Population 16 years and over,Employed; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_x,In labor force; Estimate; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Total; Estimate; Households,Median income (dollars); Estimate; Households,Total; Estimate; One race-- - White,Median income (dollars); Estimate; One race-- - White,Total; Estimate; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Total; Estimate; Two or more races,Median income (dollars); Estimate; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_y,Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher
28,12001001702,4736,298,3900,287,3,149,4,19,76,3949,241,3310,210,3,127,4,12,42,2163,2039,124,47.8,47.1,44.3,52.9,50.6,2.28,2.76,2,5.4,81.4,2.3,18.6,2.22,58.7,57.2,2.6,61.6,59.8,3,59.5,59.5,0,0,0,-,23.7,23.7,0,-,-,-,42.6,42.6,0,48.9,48.9,0,258,45.7,45.7,0,1999,66908,88,73056,7.1,45847,1,"2,500-",2.5,142885,0,-,0.9,-,0.5,-,2,29674,30.8,22.8,6.2,4.8
29,12001001801,7489,483,5616,1142,29,77,8,14,120,5794,333,4441,841,24,66,7,9,73,3233,2949,284,43.4,49.7,41.9,50.3,44.9,2.54,2.98,2.2,8.4,80.8,2.53,19.2,2.58,67.3,63.5,5.6,68,64.6,5,57.2,48.9,14.5,70,70,0,85.4,85.4,0,-,-,-,66,66,0,82.6,82.6,0,379,64.9,62.3,4.1,2666,48056,79.9,50459,13.5,29150,0,-,1.6,83190,0,-,1.4,-,3.6,46862,5.2,12355,33.3,9.5,8.9,8.1
30,12001001802,2937,170,1744,936,14,23,0,6,44,2247,110,1455,628,12,17,0,4,21,1342,1224,118,42.5,46.9,40.4,53.1,44.0,2.4,2.99,3.4,10.7,79.5,2.33,20.5,2.64,69.2,62.2,10.1,65.6,60.5,7.7,75.5,63.9,15.5,-,-,-,59.4,59.4,0,-,-,-,80.9,80.9,0,100,100,0,372,76.6,70.4,8.1,1118,35878,62.6,35455,33.3,36300,0,-,1.7,"250,000+",0,-,2.4,36688,0,-,9.6,36315,7.4,20.8,22.4,16.6
31,12001001803,6358,505,4038,1378,16,274,2,25,120,4951,371,3323,962,13,204,1,16,61,2936,2734,202,40.7,45.2,37.6,54.8,42.9,2.32,2.92,2.1,10.7,77.2,2.28,22.8,2.45,64.9,61.2,5.6,58.8,56.3,4.2,75.9,65,14.4,0,0,-,94.2,94.2,0,-,-,-,100,100,0,100,100,0,250,66.8,63.2,5.4,2668,41903,75.3,45930,14.8,28796,0.9,70446,5.3,24659,0,-,0.6,-,3.1,101367,6,33750,31.6,6.8,4.9,1.9
32,12001001805,1482,78,1081,270,3,29,0,2,19,1106,59,829,185,3,22,0,0,8,600,560,40,43.0,46.9,42.8,53.1,43.2,2.65,3.01,1.6,15.2,88.2,2.54,11.8,3.44,61.2,55.6,9.2,71.6,63.2,11.8,39.5,39.5,0,-,-,-,47.9,47.9,0,-,-,-,-,-,-,-,-,-,0,-,-,-,642,63750,74,76958,22.6,58010,0,-,3.4,54464,0,-,0,-,0,-,0,-,37.5,11.9,11.4,0
33,12001001806,8675,621,6855,892,33,97,10,16,151,6639,411,5400,637,25,73,8,7,78,3843,3411,432,40.4,48.4,39.5,51.6,41.3,2.54,2.96,3.4,16.2,76.3,2.54,23.7,2.54,66.8,63.2,5.4,66.4,63.5,4.4,70.5,63.7,9.7,68.6,68.6,0,73.7,73.7,0,-,-,-,52.8,52.8,0,82.8,37.5,54.7,530,57.4,54.7,4.6,3574,52596,87.2,60439,10.5,22097,0.2,-,0.3,-,0,-,1,16250,0.9,54063,6.2,26000,25.2,17.3,7.1,2.8
34,12001001811,6170,503,4503,497,8,500,1,15,143,5085,366,3845,381,6,385,1,9,92,3201,2929,272,36.7,46.6,35.3,53.4,38.0,2.11,2.74,1.7,10.9,45.4,2.45,54.6,1.82,68.8,67.1,2.3,71.2,70.3,1.1,92.4,92.4,0,-,-,-,48.2,45.7,5.2,-,-,-,100,46.9,53.1,47.2,47.2,0,511,81.4,74.8,8.2,2851,58836,81.4,67750,5.4,30270,0,-,10.7,100481,0,-,1.1,67917,1.4,47826,4.3,68889,0,8.5,12.1,3.7
35,12001001813,2662,146,2191,100,3,152,0,3,67,2108,99,1781,74,1,116,0,2,35,1176,1124,52,46.3,47.6,43.5,52.4,47.6,2.37,2.83,2.3,6.2,91.9,2.35,8.1,2.6,68,65,4.4,67.1,64.1,4.6,100,100,0,-,-,-,91.2,91.2,0,-,-,-,-,-,-,-,-,-,113,89.4,89.4,0,1067,84073,96.1,83911,1.2,-,0,-,2.7,142986,0,-,0,-,0,-,7.6,59567,31.6,0,3.6,1
36,12001001814,2625,159,2188,153,9,88,0,2,26,2100,109,1812,98,6,67,0,1,7,1230,1132,98,44.0,46.6,42.9,53.4,45.0,2.32,2.73,3.5,12.9,87,2.3,13,2.45,72,69.8,0,72.8,70.6,0,100,100,0,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,14,100,100,0,861,82277,97.9,82652,0.1,-,0,-,2,-,0,-,0,-,0,-,0,-,0,6.3,3.3,3.2
37,12001001902,3316,162,1092,1895,7,77,1,6,76,2443,106,1004,1241,6,50,1,3,32,1271,1048,223,31.2,48.9,30.7,51.1,31.6,2.36,3.09,5.7,22.8,42.7,2.17,57.3,2.5,37.9,34.4,9.3,37,34.2,7.5,37.9,33.6,11.4,-,-,-,0,0,-,-,-,-,-,-,-,100,100,0,184,9.8,9.8,0,945,27488,42,38359,56.2,26189,0,-,0,-,0,-,0,-,1.8,-,0,-,80.1,23.6,14.8,6.3
38,12001001907,2621,65,2234,222,17,11,2,4,66,2125,41,1863,159,16,9,2,1,34,1366,1114,252,48.5,49.7,47.6,50.3,49.6,2.35,2.82,2.5,7.7,83.8,2.32,16.2,2.5,64.2,60.8,5.2,61.5,57.7,6.3,76.5,74.9,2.1,-,-,-,0,0,-,-,-,-,-,-,-,28.6,28.6,0,0,-,-,-,963,63273,84.9,59355,14.3,82818,0,-,0,-,0,-,0,-,0.7,-,0,-,18.6,10.4,2.4,1.5
39,12001001908,4698,117,3316,1135,10,31,2,17,70,3752,83,2763,835,10,26,2,4,29,2258,1926,332,43.9,49.7,43.2,50.3,44.6,2.44,2.99,2.1,8.8,81.4,2.45,18.6,2.38,61.6,58.8,4.6,62.2,58.6,5.8,59.2,58.5,1.1,-,-,-,0,0,-,-,-,-,-,-,-,72.6,72.6,0,142,66.2,59.2,10.6,1855,46308,75.7,46192,21.2,35789,0,-,0,-,0,-,0,-,3,83372,2.8,-,23.8,3.4,8,4.9
40,12001002000,5657,178,4260,1081,15,17,6,6,94,4588,127,3544,827,11,11,2,3,63,2796,2346,450,47.0,50.6,45.6,49.4,48.1,2.41,2.92,3.1,12.8,82.5,2.4,17.5,2.44,59.6,48.8,17.6,56.2,47.9,14,70.4,49.9,29.2,100,100,0,-,-,-,100,100,0,70.8,33.3,52.9,43.5,43.5,0,44,38.6,18.2,52.9,1943,37917,79.9,35525,16.7,50417,2.2,61536,0,-,0.1,-,0.4,22000,0.7,-,0.4,22000,34.4,15.3,6.1,8.3
41,12001002101,1838,53,1453,270,5,24,1,2,30,1572,42,1267,216,5,20,1,0,21,981,852,129,51.8,50.5,51.8,49.5,51.8,2.16,2.66,1.8,18,80.9,2.22,19.1,1.9,68.6,64.3,6.3,68.4,65.5,4.2,70.3,58.2,17.3,100,100,0,-,-,-,-,-,-,-,-,-,52.4,52.4,0,65,12.3,12.3,0,786,54214,79.3,65859,18.8,34750,0.8,-,0,-,0,-,0,-,1.1,31406,3.8,28654,29.8,8.6,5.9,5.7
42,12001002102,921,27,729,140,9,1,0,0,15,763,16,613,117,4,1,0,0,12,473,421,52,51.6,49.6,52.1,50.4,51.0,2.19,2.67,3.2,12.1,79.3,2.25,20.7,1.93,55,53.1,3.4,56.1,54.3,3.1,50.3,47.9,4.8,-,-,-,-,-,-,-,-,-,-,-,-,100,100,0,0,-,-,-,469,41490,77.2,50667,22.6,21786,0,-,0,-,0,-,0,-,0.2,-,0,-,0,21.3,15.8,4.8
43,12001002201,4622,312,3588,542,12,88,0,13,67,3487,208,2795,380,9,72,0,3,20,1938,1783,155,39.6,47.3,39.1,52.7,40.1,2.59,3.04,2.6,7.1,80.4,2.63,19.6,2.43,67.4,62.5,7.4,69.9,64.3,8.1,46.5,41.7,10.3,100,100,0,80,80,0,-,-,-,36.7,36.7,0,88.2,88.2,0,109,100,100,0,1741,54115,81.6,54635,9,23750,0.5,-,2.1,106667,0,-,2.6,74154,4.2,93211,3.5,87404,3.2,13.2,5.4,1.5
44,12001002202,5452,330,4339,547,18,115,1,24,78,4269,237,3455,437,13,83,1,8,35,2361,2149,212,44.1,49.8,42.8,50.2,45.4,2.54,2.96,2,10.7,86.4,2.52,13.6,2.63,71.2,68,4.5,71.1,68.6,3.5,73.8,61.6,16.5,100,100,0,65.2,65.2,0,-,-,-,100,100,0,36.4,36.4,0,271,70.8,67.5,4.7,2239,64980,87.4,72543,10.2,19462,1,-,1.3,165368,0,-,0.1,-,0,-,4,39712,18.1,10.7,0.5,2.3
45,12001002204,9990,944,7315,663,17,857,3,21,170,7452,648,5630,469,12,609,1,6,77,4234,3962,272,37.8,46.5,37.0,53.5,38.5,2.52,3.02,3.4,6.3,73.1,2.61,26.9,2.27,64.6,60.7,5.6,63.9,60.5,4.9,61.7,61.7,0,-,-,-,65.8,61.2,6.9,100,100,0,82.6,40.5,51,87,87,0,552,59.1,47.5,16.3,4231,68690,82.4,74375,7.8,41250,0,-,7.5,70302,0,-,1.4,59583,1,108977,5,48333,21.1,5.9,3.7,3.7
46,12001002205,9656,627,7729,363,8,730,2,27,170,7445,470,6074,273,7,531,2,9,79,4305,3954,351,41.5,48,40.6,52,42.5,2.44,2.9,3.7,15.5,82.5,2.49,17.5,2.22,64.2,62.3,2.5,64.2,62.3,2.5,79.8,76.9,3.7,-,-,-,64.6,62.6,3.1,100,100,0,38,38,0,0,0,-,647,64.5,64.5,0,3846,81649,90,80849,2.1,81172,0,-,6.4,144250,0.2,-,1,25550,0.3,-,7.7,55807,16.8,5,6.7,3.9
47,12001002207,3767,236,2884,200,7,346,4,10,80,2851,170,2229,145,6,258,4,7,32,1437,1380,57,42.6,49.4,41.8,50.6,43.6,2.73,3.04,1.9,3.7,92.5,2.71,7.5,2.88,66.2,64,3.2,67,64.5,3.8,39.5,39.5,0,-,-,-,83.7,83.7,0,-,-,-,-,-,-,100,100,0,177,82.5,82.5,0,1455,86723,86.3,88697,7.1,57500,0,-,5.4,217375,0,-,0,-,1.2,-,4.2,94267,0,0,2.3,3.8
48,12001002208,2599,176,2048,122,4,206,0,5,38,1955,118,1568,83,2,164,0,4,16,976,931,45,45.2,49.4,44.0,50.6,45.8,2.79,3.08,2.4,11.1,95,2.77,5,3.23,69.5,67.8,2.4,69.4,68.8,0.8,64.9,64.9,0,0,0,-,61.5,61.5,0,100,100,0,100,0,100,100,0,100,192,84.9,71.9,15.3,950,118846,90.5,115455,7.9,163438,0.7,-,0.8,-,0,-,0,-,0,-,10.3,109500,0,0,2.7,0
49,12001002209,7619,524,5488,938,20,510,2,15,122,5689,330,4255,657,17,371,2,5,52,3101,2887,214,37.4,48.4,36.8,51.6,38.0,2.64,3.09,3,7.8,84.9,2.63,15.1,2.7,75.8,70.6,6.8,77.3,73.1,5.4,70.3,62.4,11.3,0,0,-,72.4,60.6,16.3,-,-,-,68.6,68.6,0,72.6,72.6,0,170,72.9,72.9,0,2768,64872,77.1,71691,15.3,22344,0.3,-,5.2,104808,0,-,1.3,73558,0.8,19615,2.5,105750,7.8,7.2,15.9,7.4
50,12001002210,4323,315,3144,731,7,43,2,4,77,3253,199,2461,519,7,32,2,0,33,1829,1641,188,37.5,47.7,36.4,52.3,39.0,2.63,3.07,1.8,8.9,82.6,2.56,17.4,2.98,73.5,69.2,5.8,74.6,70.4,5.6,65.3,59.5,8.9,-,-,-,-,-,-,-,-,-,-,-,-,84.4,84.4,0,311,82,67.8,17.3,1651,48415,86.6,57944,12.7,24738,0,-,0,-,0,-,0,-,0.7,-,9.6,40469,30.1,13.8,5.1,0
51,12001002217,5553,646,2093,2443,22,125,0,20,204,3960,468,1767,1529,13,101,0,6,76,2837,2451,386,25.1,44.2,24.7,55.8,25.6,2.27,2.99,7,12.8,14.4,2.04,85.6,2.3,72.6,68.3,5.9,73.7,70.2,4.7,72.3,65.4,9.5,-,-,-,61.6,61.6,0,-,-,-,100,100,0,33.3,33.3,0,277,91,91,0,2697,30640,62.4,31313,32.6,21563,0,-,3.4,37870,0,-,1.6,39464,0,-,7.3,32134,48.8,32.2,23,5.4
52,12001002218,2148,180,767,1059,13,50,0,4,75,1504,127,653,645,8,40,0,1,30,1114,895,219,26.9,46.6,25.8,53.4,27.9,2.4,3.13,6.6,21.2,31.3,2.15,68.7,2.51,69.6,67.5,3,71.6,70.6,1.4,67.8,67.8,0,-,-,-,74,74,0,-,-,-,100,100,0,49.5,17.2,65.3,261,79.7,67.4,15.4,1069,35216,53,43220,41.3,32396,0,-,2.3,120268,0,-,2.1,-,1.3,-,14,23051,18,14.4,5.5,4.9
53,12001002219,5521,628,2961,1286,9,475,11,13,138,4346,455,2576,865,9,342,10,2,87,3015,2494,521,29.7,46.5,29.5,53.5,30.0,2.17,2.83,7.4,18.1,31.3,2.1,68.7,2.19,69.5,65.2,6.1,69.8,64.5,7.5,74.7,73.1,2.2,-,-,-,49,49,0,-,-,-,67.9,67.9,0,32.1,32.1,0,162,64.8,48.8,24.8,2697,32865,76.4,34855,19.1,24960,0,-,3,29500,0,-,1,47778,0.6,14375,4,26118,5.8,16.6,21.2,15.9
54,12001002220,2136,168,1251,623,6,34,0,3,51,1623,105,1036,424,5,31,0,0,22,967,867,100,40.0,47.8,39.9,52.2,40.1,2.46,2.98,5.4,11.4,73.1,2.33,26.9,2.8,52.6,51,3.1,55,55,0,46.2,39.8,13.9,-,-,-,100,100,0,-,-,-,-,-,-,20,20,0,23,100,100,0,808,32935,71.9,32492,22.2,34402,0,-,4.6,-,0,-,0,-,1.4,-,0.7,-,63.2,11.6,22.7,8.6
55,12001110800,2030,124,1720,114,2,39,0,3,28,1844,103,1587,100,2,32,0,2,18,982,907,75,51.3,48.2,46.9,51.8,55.3,2.09,2.5,3.1,6.2,45.3,2.24,54.7,1.97,46.5,44.5,2.7,45,43.5,1.9,100,82.1,17.9,-,-,-,-,-,-,-,-,-,100,100,0,36.5,36.5,0,221,63.3,63.3,0,761,61080,96.1,61420,1.4,-,0,-,0,-,0,-,0,-,2.5,163021,9.1,22150,39.7,27.4,29,9.6
56,12003040101,6684,159,5885,426,20,68,0,2,124,4832,108,4295,299,18,51,0,0,61,2537,2311,226,33.7,49.6,32.9,50.4,34.4,2.78,3.18,3,10.7,74.4,2.77,25.6,2.79,62.3,57.5,7.7,62.8,58.2,7.3,61,61,0,-,-,-,32.4,32.4,0,100,100,0,100,55.7,44.3,35.3,35.3,0,184,72.8,51.6,29.1,2104,53056,87.7,52813,6.1,73922,0,-,0.5,-,0.4,-,1.9,-,3.4,22143,1.9,-,2.4,11.3,0,0
57,12003040102,7531,182,6229,997,17,22,3,4,77,5648,130,4754,684,12,16,2,3,47,2674,2474,200,39.0,48.7,38.1,51.3,39.8,2.77,3.18,2.2,6.2,74.9,2.76,25.1,2.79,49.8,46.2,7.2,51.1,47.6,6.9,46,43.3,5.9,-,-,-,0,0,-,-,-,-,0,0,-,52.3,34.2,34.5,171,41.5,29.8,28.2,2581,43942,78.3,49670,20.7,26938,0,-,0,-,0,-,0,-,1,27167,1,-,39.5,23.8,16.3,5.8
58,12003040201,7519,103,5417,1862,22,24,2,4,85,5715,75,3972,1576,20,19,2,1,50,2453,2129,324,35.3,59.9,35.1,40.1,35.7,2.88,3.28,1.4,14,81,2.87,19,2.92,48.5,43,9.5,55.3,49.4,8.4,23.9,20,16.3,100,100,0,0,0,-,-,-,-,71.4,0,100,0,0,-,94,10.6,0,100,1968,43913,86.9,44330,11.5,20655,1.5,-,0,-,0,-,0,-,0,-,0,-,30.4,12.9,5.1,0
59,12003040202,5381,76,4822,366,13,15,0,3,86,3873,43,3511,254,11,10,0,2,42,2023,1858,165,36.2,49.8,35.6,50.2,36.8,2.9,3.22,1.5,7.4,81.5,2.91,18.5,2.85,67.9,64.7,4.7,68,65.2,4.1,57.5,34.2,40.5,-,-,-,-,-,-,-,-,-,100,100,0,-,-,-,17,100,100,0,1656,55250,96.6,57000,3.4,6750,0,-,0,-,0,-,0,-,0,-,0.7,80536,34.5,8.4,4.9,0
60,12005000201,4238,119,3952,24,54,19,4,5,61,3087,74,2905,17,35,19,3,1,33,1819,1513,306,37.5,50.5,37.8,49.5,37.3,2.8,3.15,3.8,11.4,84.3,2.79,15.7,2.84,64.7,61.1,4.7,64.4,61.4,3.8,-,-,-,100,100,0,-,-,-,100,0,100,-,-,-,62,49.1,20.9,59,33.9,33.9,0,1313,44388,93.3,44069,0,-,2.2,59917,0,-,0,-,0,-,4.5,35982,1.7,-,31.3,9.2,16,0
61,12005000202,5329,134,4993,27,53,31,10,8,73,4191,84,3974,17,37,22,9,3,45,2552,2098,454,43.4,51,42.8,49,43.9,2.54,2.92,3.9,10.8,80.5,2.52,19.5,2.61,67.6,57.3,14.2,66.4,57.7,12,100,100,0,100,31.4,68.6,-,-,-,-,-,-,-,-,-,0,0,-,142,100,43,57,2076,43409,98.1,43125,0,-,1.4,-,0,-,0,-,0,-,0.5,-,0,-,15.6,6.5,17.6,9.6
62,12005000300,8552,276,7491,510,72,48,2,5,148,6736,190,5883,469,58,43,2,2,89,3458,2868,590,39.5,56.1,39.0,43.9,40.3,2.64,3.04,4,14,84.9,2.61,15.1,2.8,67,59.6,10.4,68.2,60.9,10.1,0,0,-,100,100,0,100,100,0,-,-,-,70,0,100,64.3,64.3,0,114,91.2,72.8,20.2,2599,41042,97.7,41765,0,-,0,-,0.4,-,0,-,0.8,-,1,30515,2,30809,25.9,11.6,10.8,6.7
63,12005000400,7960,151,7416,86,69,53,5,4,176,6125,95,5758,55,59,47,3,2,106,3397,3041,356,41.5,50.1,41.2,49.9,41.9,2.62,2.93,1.9,9.4,83.6,2.6,16.4,2.7,61.7,56.2,7.8,60.9,55,8.6,100,100,0,40,40,0,54.5,54.5,0,-,-,-,71.4,71.4,0,81.1,81.1,0,110,80,59.1,26.1,3108,50257,95.6,50942,0.3,-,0.3,-,0,-,0,-,0.7,29792,3.1,29643,0.7,27604,23.6,5.7,7.6,9.5
64,12005000500,6182,307,4932,593,47,95,10,8,190,4926,226,3974,495,36,80,7,4,104,2292,2026,266,35.6,56.1,34.8,43.9,36.7,2.55,2.98,4.8,12.6,70.8,2.64,29.2,2.33,60.8,50.1,10.6,60.7,52,8,58.5,26.5,44.4,57.1,57.1,0,53.8,53.8,0,100,100,0,100,100,0,44,44,0,199,70.4,62.3,11.4,1859,60513,88,54958,9.4,66563,0.2,-,0.4,-,0.7,-,0,-,1.3,21420,2.8,42321,6.4,7.4,2.5,1.9
65,12005000600,1075,28,984,19,4,8,0,0,32,953,24,881,14,4,5,0,0,25,1854,564,1290,55.0,48.5,53.2,51.5,56.4,1.91,2.43,20.7,55.6,67.4,1.87,32.6,1.98,55.7,47.9,6,55.6,47.5,6.3,57.5,57.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,59.1,36.4,0,599,44856,97.7,44952,2.3,29688,0,-,0,-,0,-,0,-,0,-,0.8,-,0,17.2,6.5,4
66,12005000700,2995,393,1952,396,14,67,9,11,153,1911,217,1300,261,12,51,7,2,61,935,762,173,22.2,54.8,22.1,45.2,22.4,3.39,3.49,0,7.6,3.1,3.21,96.9,3.4,84.1,23.4,1.6,85.8,22.6,2.4,90.1,24.4,0,100,0,-,0,0,-,66.2,0,-,56.5,30.6,0,70.2,43.5,0,313,78.3,44.7,0,725,44676,67.6,41250,12.3,68563,1.7,35000,0,-,5.9,32443,6.3,42870,6.2,21094,11,37273,0,20.3,7.3,0
67,12005000803,5146,266,3556,987,45,150,3,7,132,3856,178,2802,656,34,120,1,4,61,2470,2045,425,34.7,49.1,33.8,50.9,35.5,2.48,3.02,3.8,19.7,51.8,2.43,48.2,2.53,66.9,56,14.2,64.3,54.2,12.7,80,66,17.5,67.1,67.1,0,20.9,20.9,0,100,0,100,-,-,-,70,57.4,18,53,54.7,26.4,51.7,1865,40347,76.6,35781,18.9,45435,0,-,1.8,17292,0,-,0,-,2.8,81905,1.6,4917,15.9,7.5,6.8,6.2
68,12005000804,2242,129,1632,268,9,98,0,5,101,1739,82,1318,192,7,86,0,1,53,1016,879,137,39.1,50.4,37.8,49.6,39.9,2.55,2.92,3,23.5,77.4,2.48,22.6,2.8,76.8,71.1,1.5,75.4,70,0.8,74.7,74.7,0,-,-,-,86.7,76.1,12.2,100,0,-,-,-,-,100,100,0,47,74.5,74.5,0,994,58043,93.1,59402,6.9,41655,0,-,0,-,0,-,0,-,0,-,0,-,0,0,1.4,0
69,12005000805,4588,258,3081,862,18,169,9,10,181,3577,181,2520,587,16,161,7,6,99,2096,1883,213,39.1,50,37.7,50,40.6,2.44,2.88,2.1,15.3,65.4,2.42,34.6,2.47,67.9,56.7,9,65.5,54.5,8.6,87.5,69.1,14.7,-,-,-,50,50,0,-,-,-,100,100,0,59.9,59.9,0,240,48.8,44.6,0,2138,50526,77.9,50740,18,49136,0,-,1.5,31786,0,-,0,-,2.7,-,5.1,54000,13.7,3.3,6.2,0
70,12005000806,3578,207,2615,408,21,184,1,4,138,2790,129,2117,306,16,153,1,2,66,1590,1369,221,40.1,50.3,39.1,49.7,41.3,2.61,2.97,3.3,24.3,73.8,2.64,26.2,2.54,65.4,48.3,8.7,65,50.7,7.4,75.2,39.6,17.7,-,-,-,76.8,55.4,11.4,-,-,-,-,-,-,13.6,0,-,32,53.1,53.1,0,1400,56551,86.5,58411,6.7,38462,0,-,4.7,102708,0,-,0,-,2.1,24632,1.2,-,32.6,18.7,4.1,0
71,12005000900,4265,236,3231,505,33,108,1,4,147,3367,167,2634,361,25,94,1,3,82,2287,1841,446,41.0,48.8,39.6,51.2,42.3,2.31,2.82,3.5,25.5,60.1,2.26,39.9,2.4,66.7,58.2,6.2,67.1,58,8.1,64.1,57.8,0,-,-,-,60.4,53.6,0,-,-,-,100,100,0,77.3,68.2,0,54,100,100,0,1975,53529,83.2,53665,12.4,49545,0,-,2.4,42857,0,-,1,-,1,-,2.7,66985,10.6,4.9,6.4,0
72,12005001000,2121,89,1249,655,18,46,3,2,59,1600,53,988,470,15,37,3,1,33,1087,832,255,38.8,48.1,38.0,51.9,39.7,2.52,3.04,3.8,28.3,59.6,2.47,40.4,2.59,57.4,51.7,6.9,57.5,53.9,6.2,58.3,50.6,3.5,-,-,-,0,0,-,-,-,-,-,-,-,73.2,42.9,41.5,26,65.4,65.4,0,939,32342,62.3,53039,32.1,26674,0,-,1.5,-,0,-,0,-,4.2,12031,1,-,19.3,12.3,4.1,0
